Date,VTV_adjclose,VTV_open,MTUM_adjclose,MTUM_open,MTUM_daily_return,VTV_daily_return,MTUM_trailing_return,VTV_trailing_return,MTUM_MACD,VTV_MACD,MTUM_MACD_signal,VTV_MACD_signal,MTUM_RSI,VTV_RSI,VIX_open
2013-06-10,57.2391,69.67,47.3678,53.0,-0.0019171861840874271,0.001008560614417675,-0.020136710941215608,0.001008560614417675,-0.18795428344272835,0.3519074639085602,-0.0501529269305936,0.4827984008735864,54.2459093948255,58.98480935031262,15.16
2013-06-11,56.6704,68.85,47.1496,51.59,-0.004617147480423522,-0.009985202729251519,-0.029239832589889492,-0.015442071051967154,-0.22893075432400423,0.31030864826672655,-0.08590849240927573,0.44830045035221444,44.29010993273299,51.45513666346175,16.91
2013-06-12,56.2995,69.3,46.6588,52.14,-0.010463977177521677,-0.0065663744534090185,-0.026149566531992186,-0.016406560894282052,-0.21455128559196623,0.31007813859558553,-0.11163705104581383,0.4206559880008887,48.277740316999456,54.86059151096175,16.51
2013-06-13,57.1154,68.28,47.2496,51.02,0.012582639992590128,0.014388128464013938,-0.014326633713014125,-0.006617247774169499,-0.29018502051026474,0.2249963644817825,-0.14734664493870403,0.3815240632970675,41.727659774282486,46.83976863094138,18.38
2013-06-14,56.7363,69.17,47.2951,52.132,0.0009625077558585993,-0.006659565049679017,0.0005773934758437349,0.0018894642878644063,-0.25742871572533943,0.22676994471191847,-0.1693630590960311,0.3505732395800377,49.11014174645552,53.26092273263826,16.63
2013-06-17,57.1567,69.32,47.4041,52.4999,0.002302026799287926,0.007382401189002685,0.008471763430932366,0.0030331115777091355,-0.19948313544398388,0.23754104096387607,-0.17538707436562168,0.32796679985680544,51.30803657137757,54.26362931322255,16.53
2013-06-18,57.5605,69.43,47.6059,52.4199,0.0042479802854922255,0.007039949854472205,0.013300711608220883,0.01500239490682187,-0.15819263083102442,0.25204784240385436,-0.17194818565870224,0.31278300836621525,50.79430580327996,55.02561199823675,16.81
2013-06-19,56.7775,69.79,47.1496,52.5,-0.009631177655707202,-0.013696448081735646,0.017503450145973876,0.014915850767047267,-0.11765001176581791,0.28925917866135364,-0.16108855088012536,0.30807824242524295,51.31987401233191,57.51999132982238,16.89
2013-06-20,55.4218,68.3,45.6225,51.1,-0.0329245095995514,-0.024167102330849843,-0.022848379735049384,-0.019074681030126328,-0.19622602233562958,0.1962565597330439,-0.16811604517122622,0.2857139058868032,42.729340819827414,46.118937812194204,18.4
2013-06-21,55.6402,67.79,45.8498,50.6199,0.004969820761963728,0.00393294342832462,-0.03448902250209862,-0.02732270909469392,-0.2938508052910578,0.08047095732786147,-0.19326299719519255,0.24466531617501483,40.241637763247105,42.97879770610093,18.97
2013-06-24,54.9404,66.49,45.559,50.07,-0.006362647382838649,-0.012657000274640673,-0.03893448370084984,-0.04098826998375227,-0.4108553981445553,-0.11486500988220882,-0.2367814773850651,0.1727592509635701,37.5453560225961,36.21072770741266,20.87
2013-06-25,55.4959,66.89,45.9679,50.52,0.008935137548225836,0.010060182839260357,-0.025382198672200484,-0.020942884415240393,-0.46194611450391676,-0.23468817496265615,-0.28181440480883546,0.09126976577832485,41.02754478729026,39.37423703269867,18.65
2013-06-26,56.0431,67.52,46.377,51.49,0.008860319874122613,0.009811893419400697,-0.006057901620556194,-0.004564616542430677,-0.41933119296775345,-0.2756358037298128,-0.30931776244061904,0.017888651876697324,47.78560045521992,44.07823957062048,17.23
2013-06-27,56.4659,67.99,46.8741,51.449,0.01066163742394588,0.0075158785568056885,-0.007978904189200442,-0.011436866449638927,-0.3844353861463503,-0.2670832530063194,-0.3243412871817653,-0.03910572909990602,47.53762605330332,47.359724937801445,16.6
2013-06-28,56.0514,67.99,46.8741,51.14,0.0,-0.007367789221197185,-0.008941411945059041,-0.012145090621157095,-0.37736390916494145,-0.25733885283256086,-0.33494581157840053,-0.08275235384643699,45.61635054161032,47.35972493780145,17.25
2013-07-01,56.4078,68.09,46.969,51.524,0.0020225255207875215,0.006338319909369616,-0.009220913223559446,-0.013189171900790164,-0.3368906561548357,-0.23879450679520176,-0.3353347804936876,-0.11396078443618995,48.406970010508,48.11106390304482,16.9
2013-07-02,56.2918,68.0,46.8759,51.6,-0.0019841255207828645,-0.002058570588796549,-0.015453019029834536,-0.022287692344058918,-0.29527895472350707,-0.22872364301326797,-0.3273236153396515,-0.13691335615160558,48.96513970549849,47.454581479659126,16.49
2013-07-03,56.2918,67.64,46.9298,51.21,0.001149184024676675,0.0,-0.00467265734945066,-0.008591244262323272,-0.29042330312091735,-0.2469447765970756,-0.3199435528959047,-0.1589196402406996,46.20278723406358,44.82009720366038,17.22
2013-07-05,56.9218,68.43,47.3942,51.83,0.00984699021395219,0.01112951982734689,0.03809884246405293,0.02670537789587346,-0.23385066094656537,-0.1953864649992454,-0.30272497450603686,-0.16621300519240875,50.94107953335564,51.219936887720664,15.59
2013-07-08,57.3364,69.0,47.6579,52.202,0.005548550248358541,0.007257279034349473,0.03867757195044774,0.030029713501898314,-0.15718718732340164,-0.10729506457360571,-0.2736174170695098,-0.15442941706864816,53.58274293683952,55.252569976180745,14.66
2013-07-09,57.8089,69.62,47.9873,52.558,0.006887983972967859,0.008207067976515603,0.05192820330625425,0.05089378175305459,-0.06693304488560159,0.012403839629655522,-0.23228054263272818,-0.12106276572898743,56.02321962954325,59.20326309841467,14.33
2013-07-10,57.7426,69.7,48.0037,52.62,0.0003416987042443864,-0.0011475404001783929,0.0433347644622728,0.03968605851361584,0.00948752876094261,0.11242544446550085,-0.18392692835399402,-0.07436512369008977,56.4526407397589,59.69770802454133,14.46
2013-07-11,58.4556,70.49,48.8892,53.29,0.018278421921746446,0.012272289048659069,0.052752866509896634,0.04214645414287421,0.12270037103375131,0.2525286910523761,-0.12260146847644494,-0.008986360741596602,60.896344642949735,64.29913959128686,13.57
2013-07-12,58.5633,70.46,49.0001,53.62,0.002265825732667537,0.001840728812351422,0.04435705481861829,0.036471304398419946,0.2363263828311446,0.3570252097053128,-0.05081589821492705,0.06421595334778528,62.904197486882225,64.00030962600142,13.9
2013-07-15,58.8038,70.77,49.1097,53.71,0.002234232372132272,0.004098258142429145,0.04659128719075056,0.047937351762046276,0.3298359204749062,0.4595563828982989,0.025314465523039606,0.14328403925788802,63.455324735231876,65.77059567462872,13.98
2013-07-16,58.5633,71.0,48.918,53.9,-0.0039111443881743035,-0.004098258142429145,0.04065761728178874,0.037500773710247515,0.41449625999096185,0.5529975427173355,0.10315082441662406,0.22522673994977754,64.64936801837638,67.06466514106882,13.78
2013-07-17,58.7126,70.95,49.1462,53.75,0.004654102351593359,0.002546134042148651,0.04729584515416496,0.042105478341192715,0.46413616975435446,0.6159158583280515,0.17534789348417013,0.30336456362543235,62.90200635792422,66.47629327837576,14.2
2013-07-18,59.1603,71.02,49.3743,53.89,0.004630516645176108,0.007596354257175086,0.050777177774664395,0.0497018325983678,0.5089066270361542,0.66377589638968,0.24205964019456694,0.3754468301782819,63.88318794115707,66.91393226992363,13.63
2013-07-19,59.3012,71.19,49.5915,54.28,0.004389402171859569,0.002378833062966379,0.045319589732571774,0.04095114583398729,0.5692948015214867,0.7072699330888099,0.3075066724599509,0.4418114507603875,66.53821711290075,68.00628819612001,13.89
2013-07-22,59.467,71.57,49.6562,55.05,0.0013038087364320994,0.0027919949566328484,0.04107484822064533,0.036485861756270666,0.6715442852177347,0.7635997916640349,0.38031419501150765,0.506169118941117,71.06143655378652,70.36182468391047,13.23
2013-07-23,59.4836,71.87,49.575,54.5,-0.0016365824080302183,0.00027910746322845625,0.032550281839647255,0.02855790124298352,0.7001267093647314,0.8229625037481725,0.44427669788215246,0.5695277959025282,64.36833375258868,72.10777056564788,12.15
2013-07-24,59.1354,71.92,49.4017,54.48,-0.003501837848629563,-0.005870914442633435,0.028706745286773305,0.023834527200528477,0.7129462529629293,0.8640818650249287,0.49801060889830784,0.6284386097270084,64.13178599417259,72.39959935573634,12.69
2013-07-25,59.1934,71.06,49.7758,54.26,0.007544085589335836,0.0009803193245430109,0.017972408954362695,0.01254255747641242,0.6973154537539585,0.817846813432368,0.5378715778694381,0.6663202504680803,61.456372810848855,60.646242235693585,13.47
2013-07-26,59.2597,71.08,49.8944,54.34,0.0023798498643747834,0.0011194305074919697,0.018086433086069942,0.011821259171552967,0.6835042526215247,0.7738980201512078,0.5669981128198555,0.6878358044047058,62.07593429012321,60.80559736489717,13.41
2013-07-29,59.0774,71.34,49.8214,54.71,-0.0014641614075454612,-0.0030810311256690426,0.014388039306392209,0.004641969903454779,0.6944099582571326,0.7513865949861867,0.592480481907311,0.700545962521002,64.88715093842606,62.908330946218825,13.54
2013-07-30,59.011,71.54,49.7172,54.79,-0.0020936609127044647,-0.0011245813644338298,0.016205522781862047,0.0076156466814500945,0.7014225771083105,0.7411410442730073,0.6142689009475109,0.708664978871403,65.48293142845817,64.4866443423472,13.45
2013-07-31,59.0691,71.38,49.6754,54.75,-0.0008411089450186537,0.0009840778368026548,0.010710311485250035,0.006053590476104098,0.6957324912839198,0.7119043188507561,0.6305616190147927,0.7093128468672737,64.89007007848846,62.20617096554916,13.55
2013-08-01,59.7655,71.8,50.0988,54.96,0.008487214962482614,0.011720626352923702,0.014567009802556541,0.010177862571852714,0.7000980081875099,0.7143894562680657,0.6444688968493362,0.7103281687474321,66.59976467505555,65.64103314216452,12.89
2013-08-02,59.7986,71.94,50.3324,54.9,0.004651949220377816,0.0005536779157893079,0.014829556851074788,0.008352707424675643,0.6907536352978596,0.7193634020364073,0.6537258445390408,0.7121352154052272,65.61661634279577,66.72658173714831,12.66
2013-08-05,59.6743,71.98,50.1864,55.04,-0.002904931269970046,-0.0020808073604818844,0.010620816844672643,0.00347990510756091,0.6867288002954623,0.7182533777576197,0.6603264356903251,0.7133588478757058,66.84642674983138,67.04692950301165,12.29
2013-08-06,59.3178,71.88,50.0039,55.41,-0.003643071272258158,-0.005992012354663956,0.008614327980444703,-0.002791214710331502,0.7052651398201277,0.7012212689607651,0.6693141765162857,0.7109313320927176,69.90962767131376,65.35292712208113,12.19
2013-08-07,59.1437,71.29,49.8214,55.12,-0.0036563917829091075,-0.00293935371996934,0.008459774046165158,0.0001403460123325928,0.6886168002474875,0.6328203715391822,0.673174701262526,0.6953091399820106,64.85197172137832,56.3127210397942,13.17
2013-08-08,59.4255,71.73,49.8762,54.8,0.0010993244675674418,0.004753351301863162,0.002015012924396764,0.003913377989652744,0.6421986789270662,0.607118011775384,0.666979496795434,0.6776709143406854,59.71799194702159,60.68091611902679,12.5
2013-08-09,59.2349,71.55,49.7502,54.85,-0.002529451373939118,-0.003212531963852072,-0.002894288313917137,-0.0004185844816912976,0.6025013054831234,0.565703137182382,0.6540838585329719,0.6552773589090248,60.247533155447805,58.12066753170701,12.88
2013-08-12,59.1603,71.11,49.6104,54.77,-0.002813994526024821,-0.0012601863905379318,-0.004244121432396497,0.0014022602534398132,0.5581514965970342,0.4917091113652816,0.6348973861457844,0.6225637094002762,58.91307485687984,52.310559275915196,13.52
2013-08-13,59.268,71.45,49.6572,54.44,0.0009429059122489925,0.0018188225228321642,-0.0012075546074430399,0.004345664140705807,0.4907190081923005,0.45525556850155624,0.6060617105550877,0.5891020812205322,53.63558513072426,55.97310155345277,12.86
2013-08-14,58.9613,71.43,49.2465,54.4,-0.0083050959803046,-0.005188234861803309,-0.008671541642728986,-0.0018266485579001568,0.42910416390719064,0.4199115612037474,0.5706702012255084,0.5552639772171752,53.01564395617757,55.70210250410202,12.48
2013-08-15,58.1157,70.58,48.3961,54.19,-0.017419067139376576,-0.014445445378529875,-0.034577823744588176,-0.027992720289353734,0.35918821281308766,0.3196288026518488,0.5283738035430242,0.50813694230411,49.763622286995414,45.59780841857274,14.14
2013-08-16,57.9333,69.94,48.1698,52.75,-0.004686963291858248,-0.0031435023171315635,-0.04391673625682424,-0.031689900522274606,0.18544565041384686,0.18636306529464264,0.45978817291718876,0.44378216690221656,34.24939438134555,39.750890658881474,14.56
2013-08-19,57.4441,69.77,48.0877,53.09,-0.001705841516942641,-0.0084800477663185,-0.042717646503796836,-0.03808914092811122,0.07433172659206377,0.06626753813108621,0.38269688365216376,0.3682792411479905,39.078738762354156,38.344394561773754,14.94
2013-08-20,57.7177,69.39,48.3249,52.4,0.004920528615190989,0.004751584549183008,-0.03415404661634769,-0.027345544024264257,-0.06861316217533897,-0.05889297503844659,0.2924348744866633,0.2828447979107031,33.673321410394465,35.334763790819935,15.22
2013-08-21,57.3032,69.45,48.0006,52.95,-0.006733444940190125,-0.007207416988209481,-0.037231099773628706,-0.0316136072925044,-0.1359504606435351,-0.15149573635315505,0.2067578074606236,0.19597669105793147,40.712907543519314,36.18644411917486,16.0
2013-08-22,57.7675,69.28,48.3706,52.73,0.007678680311073549,0.008069865216845606,-0.0306517439301226,-0.028297093377521954,-0.20470816786911428,-0.23588256374954142,0.12446461239467604,0.10960484009643692,38.93290602255695,34.788394799834634,15.26
2013-08-23,58.1157,69.91,48.5074,52.89,0.002824172483449683,0.006009517305630929,-0.0252981200727338,-0.019075044108038952,-0.24348177703025442,-0.2490530688179433,0.05087533450968995,0.03787325831356088,40.95478406047087,43.50005487023295,14.29
2013-08-26,57.7675,70.19,48.4071,53.24,-0.002069866445371993,-0.006009517305630929,-0.02455399199208097,-0.02382437502313195,-0.2431650118199684,-0.23419744664855102,-0.007932734756241719,-0.016540882678861505,45.226943230615376,46.89559408332037,14.37
2013-08-27,56.8307,68.98,47.7136,52.517,-0.014430024618283355,-0.01634966112938052,-0.03992692252261332,-0.041992858675344635,-0.2978209363780664,-0.3164137261836544,-0.06591037508060665,-0.07651545137982008,38.95650824395152,36.646135412148155,16.56
2013-08-28,56.9799,68.53,47.8139,51.86,0.00209991964319034,0.002621901395323256,-0.029521906899118378,-0.03418272241821807,-0.3896588153181355,-0.41311977167487157,-0.13066006312811243,-0.14383631543883038,34.30239795973188,33.69651768232056,16.96
2013-08-29,57.0711,68.6,48.0603,52.75,0.005140080282269199,0.001599284871480755,-0.006962759477472602,-0.01813799216820744,-0.38617386217638483,-0.4785946532229701,-0.1817628229377669,-0.21078798299565832,44.05321680689917,34.57863703577415,16.79
2013-08-30,56.897,68.93,47.9018,52.492,-0.0033033904871704323,-0.0030552432729544776,-0.005579186672784786,-0.018049733124030354,-0.39962384063026946,-0.4981137808948688,-0.22533502647626744,-0.2682531425755004,42.102415810397325,38.71791979053529,16.75
2013-09-03,57.0296,69.32,48.1789,52.8501,0.005768083876941166,0.0023278156264989747,0.0018947387210990208,-0.00724186973121288,-0.37704107342884186,-0.47661892330567923,-0.25567623586678234,-0.3099262987215362,45.69684322237409,43.28500150123313,16.47
2013-09-04,57.4441,68.75,48.3614,52.94,0.0037808089967761305,0.00724186973121288,0.0007550191026841624,-0.004751584549183008,-0.34787974786157605,-0.4998167537038256,-0.2741169382657411,-0.3479043897179941,46.593250705660026,38.740694936764875,16.88
2013-09-05,57.5022,69.26,48.3067,53.079,-0.001131707478230215,0.001010906918236465,0.006356756564644073,0.003466739357262938,-0.3099797948061749,-0.47161201394506236,-0.28128950957382787,-0.3726459145634078,48.02194788906307,44.36840483021061,16.12
2013-09-06,57.4441,69.62,48.3523,53.13,0.0009435231770016372,-0.001010906918236465,-0.0003784005694278392,-0.0056140327778191335,-0.27268519004987724,-0.41542183876147476,-0.2795686456690377,-0.38120109940302116,48.56562068996139,47.99986367014452,15.35
2013-09-09,57.983,69.49,48.6991,53.14,0.007146758853552537,0.009337563112227443,0.003944185800675015,-0.00228598697122262,-0.23956052603797673,-0.37703441559756357,-0.27156702174282554,-0.3803677626419297,48.678972238765056,46.81153111702468,15.86
2013-09-10,58.5053,70.43,49.0367,54.15,0.0069084479322572,0.008967484289699179,0.012922500178304208,0.012691014624107488,-0.13030831889432193,-0.26767635567600223,-0.24331528117312484,-0.3578294812487442,58.60227952927302,55.408066894201966,14.89
2013-09-11,58.7374,70.57,49.1553,53.669,0.0024156765861600427,0.003959313512961415,0.029768201382747606,0.032999989266449425,-0.0815972355892356,-0.16777843003175974,-0.21097167205634698,-0.3198192710053473,53.31514815913085,56.53482902928113,14.74
2013-09-12,58.497,70.85,49.2648,53.65,0.002225156145559737,-0.0041011910660335715,0.029893437885117002,0.026276896805092598,-0.04401906792183752,-0.06526263723320369,-0.1775811512294451,-0.26890794425091863,53.111309848154406,58.7782807324825,13.93
2013-09-13,58.696,70.67,49.4987,54.13,0.004736576514571489,0.00339611054013389,0.029489934117419292,0.028073722473745732,0.024214756523242897,0.0014407632469755072,-0.1372219696789075,-0.2148382027513398,57.52904373024298,56.75039545801477,14.27
2013-09-16,59.1354,71.57,49.849,54.72,0.007052029422584205,0.007458148452156976,0.03984535402717393,0.038587114198857186,0.12446388101412964,0.12547971503916244,-0.0848847995403001,-0.14677461919323936,62.238551840595804,63.52621754217053,14.1
2013-09-17,59.3675,71.39,49.9674,54.65,0.002372356757613936,0.003917208722969967,0.0364496269078467,0.04017650729532818,0.19600420497691573,0.20687228735452834,-0.028706998636856926,-0.07604523788368583,61.369063589796184,61.45257165762971,14.44
2013-09-18,59.9727,71.42,50.5696,54.66,0.011979812448936311,0.010142520091370955,0.04464863036000688,0.04307715765548625,0.2506183709879082,0.27067704016738503,0.027158075288096096,-0.006700782273471664,61.451913816954445,61.67710114385519,14.68
2013-09-19,59.7986,72.45,50.5605,55.87,-0.00017996620243776462,-0.0029072093668931487,0.04560037163579933,0.03915904137035664,0.387075414204638,0.39974712239776977,0.09914154307140448,0.07458879866077663,69.8717316068599,68.46803707852963,13.02
2013-09-20,59.3095,72.23,50.2411,55.27,-0.006337222205497817,-0.008212753777769422,0.03831962625329988,0.03195719451082368,0.44171183935501546,0.4787650258842717,0.16765560232812668,0.15542404410547567,62.57315021936504,65.78653325268351,13.3
2013-09-23,58.992,70.89,49.9035,54.66,-0.0067422762463924535,-0.005367654041740444,0.024430591153354886,0.017251977356855797,0.43082343354000585,0.42832304114139674,0.2202891685705025,0.21000384351265988,56.151301854384954,52.3404746093058,14.04
2013-09-24,58.8252,70.69,49.7243,54.94,-0.00359739336321363,-0.0028315069691400296,0.013924749857884056,0.005452986098016588,0.43971914484117747,0.367967377412441,0.2641751638246375,0.24159655029261612,58.268441526429065,50.67565474439294,14.17
2013-09-25,58.7585,70.56,49.477,54.24,-0.004985832086726649,-0.0011345111125811158,0.006523241184997364,0.0003591614724740566,0.38583721899632906,0.3061164456885024,0.2885075748589758,0.25450052937179335,51.565345644110955,49.57192333335149,14.24
2013-09-26,58.7942,70.54,49.6767,54.33,0.00402809516982483,0.0006073871735408076,0.008326180209262457,0.005067739712048436,0.34640451676465744,0.25257379039837247,0.3000869632401122,0.25411518157710916,52.32473464250194,49.3936826790384,13.8
2013-09-27,58.55,70.19,49.6511,54.13,-0.0005154649668437372,-0.004162120539882075,0.003074138727847231,-0.002490491367967529,0.29560790371403556,0.1798258548815994,0.2991911513348969,0.23925731623800722,50.43243375720647,46.25902442637775,14.62
2013-09-30,58.1997,69.59,49.3488,53.92,-0.0061070958569335865,-0.006000889958793998,-0.01008498655167056,-0.015949529778918503,0.23568909971466923,0.07291706375158924,0.28649074101085137,0.20598926574072365,48.45108622471091,41.40762528898218,17.49
2013-10-01,58.575,69.76,49.7701,54.12,0.008500952636532944,0.006427784308927542,-0.003956390672751553,-0.013438954192960928,0.2020126680944756,0.0018869047323306631,0.2695951264275762,0.16516879353904507,50.44777013615197,43.224454918474486,16.31
2013-10-02,58.5333,69.86,49.7976,54.12,0.0005523879872542103,-0.0007121613371969815,-0.015383815134433654,-0.024293635621528864,0.1733258607784407,-0.045807799966326,0.25034127329774913,0.12297347483797086,50.44777013615197,44.3182148662489,16.4
2013-10-03,58.0913,70.09,49.3213,54.15,-0.00961075367418518,-0.007579912235663677,-0.02481460260618107,-0.028966338490299393,0.1512683808495936,-0.06430584153972063,0.23052669480811805,0.08551761156243257,50.77943314548702,46.85417474410688,16.63
2013-10-04,58.4833,69.79,49.6785,54.25,0.007216207508654371,0.00672533257700092,-0.011261172892028881,-0.014028252135529051,0.14024023126602714,-0.10199740298280346,0.21246940209969986,0.04801460865338537,51.93430160358669,44.03693129471685,17.72
2013-10-07,58.0246,69.55,49.358,53.84,-0.006472383795026904,-0.007874184841613285,-0.010991280440663331,-0.016534782935401893,0.09729521115052364,-0.14951076419339415,0.18943456390986463,0.008509534084029467,47.05904419261565,41.86806089167264,18.76
2013-10-08,57.4659,69.61,48.7168,53.6022,-0.013075920338127212,-0.009675330151181605,-0.020469807415576913,-0.023378606117443468,0.04357024996429004,-0.1802461809345317,0.16026170112074972,-0.02924160891968277,44.45257352823114,42.6287990274106,19.01
2013-10-09,57.6076,69.06,48.5337,52.83,-0.0037655377885368324,0.0024627750371823964,-0.019249513117387096,-0.019781319967679956,-0.060618483158421554,-0.24614719198888224,0.11608566426491548,-0.07262272553352267,37.239557719300464,37.751785131973996,20.19
2013-10-10,58.8419,69.83,49.4313,53.79,0.018325424779965793,0.021199682728039626,-0.004952183507246133,0.0008109755868188628,-0.06497582696500359,-0.23354944062702998,0.07987336601893168,-0.10480806855222413,48.44050491580735,46.90937973362338,17.66
2013-10-11,59.2171,70.48,49.9945,54.356,0.011329172586744374,0.006356165361364852,0.006892454046341978,0.01132926148806579,-0.022498237902190965,-0.16916602356998567,0.059399045234707154,-0.11767965955577644,53.68843557253181,53.17214446398042,16.31
